seguridad.fecha_hecho;seguridad.latitud;seguridad.longitud;seguridad.sexo;seguridad.edad;seguridad.estado_civil;seguridad.medio_transporte;seguridad.nivel_academico;seguridad.testigo;seguridad.conducta;seguridad.modalidad;seguridad.conducta_especial;seguridad.arma_medio;seguridad.nombre_barrio;seguridad.codigo_barrio;seguridad.codigo_comuna;seguridad.lugar;seguridad.sede_receptora;seguridad.bien;seguridad.categoria_bien;seguridad.color
18/03/2014 11:10;6.234.166;-75.596.013;Mujer;49;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Belén;#1603;16;Vía pública;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
19/03/2014 0:00;6.262.795;-75.566.691;Hombre;38;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;De celular;No;Jesús Nazareno;#1003;10;Vía pública;Candelaria;Celular;Tecnología;Negro
19/03/2014 13:45;6.255.011;-75.579.601;Hombre;25;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Suramericana;#1102;11;Vía pública;Laureles;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
19/03/2014 0:00;6.304.022;-75.570.607;Hombre;30;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;No;No;Pedregal;#0604;6;Vía pública;Doce de Octubre;Billetera;Prendas de vestir y accesorios;Sin dato
19/03/2014 9:30;6.214.447;-75.577.415;Mujer;28;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;Manila;#1419;14;Vía pública;Poblado;Billetera;Prendas de vestir y accesorios;Sin dato
19/03/2014 17:00;6.261.106;-7.557.127;Mujer;32;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;El Chagualo;#1004;10;Bus de servicio público;Candelaria;Celular;Tecnología;Sin dato
22/03/2014 22:50;6.260.191;-75.562.525;Hombre;26;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;Prado;#1001;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
25/03/2014 13:00;6.243.777;-75.575.714;Mujer;23;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;De celular;No;La Alpujarra;#Inst_16;10;Bus de servicio público;Candelaria;Celular;Tecnología;Negro
26/03/2014 18:10;6.245.346;-75.573.863;Hombre;18;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma de fuego;Centro Administrativo;#Inst_17;10;Bus de servicio público;Candelaria;Celular;Tecnología;Negro
27/03/2014 16:50;6.249.545;-75.568.025;Hombre;31;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Candelaria;#1019;10;Bus de servicio público;Candelaria;Celular;Tecnología;Negro
29/03/2014 23:00;6.274.791;-75.594.092;Hombre;34;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Escopolamina;De celular;Escopolamina;Robledo;#0717;7;Vía pública;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
29/03/2014 23:00;6.274.791;-75.594.092;Hombre;34;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Escopolamina;De celular;Escopolamina;Robledo;#0717;7;Vía pública;Castilla;Celular;Tecnología;Negro
31/03/2014 17:30;6.242.704;-75.575.103;Mujer;45;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma de fuego;Centro Administrativo;#Inst_17;10;Bus de servicio público;Candelaria;Celular;Tecnología;Sin dato
01/04/2014 11:00;625.024;-75.571.841;Hombre;29;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;No;No;San Benito;#1006;10;Bus de servicio público;Candelaria;Gps;Tecnología;Sin dato
02/04/2014 9:40;6.250.514;-75.568.182;Mujer;35;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
02/04/2014 9:40;6.250.514;-75.568.182;Mujer;35;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Sin dato documentos;Documentos;Sin dato
02/04/2014 9:40;6.250.514;-75.568.182;Mujer;35;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Billetera;Prendas de vestir y accesorios;Café
03/04/2014 10:45;6.299.501;-75.572.291;Hombre;47;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Pedregal;#0604;6;Bus de servicio público;Doce de Octubre;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
04/04/2014 6:30;6.248.118;-75.580.488;Mujer;22;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Naranjal;#1103;11;Vía pública;Laureles;Celular;Tecnología;Sin dato
07/04/2014 23:00;6.236.281;-7.557.669;Hombre;26;Divorciado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;A bus de servicio público;Arma de fuego;Cerro Nutibara Ins.;#Inst_18;16;Bus de servicio público;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
16/04/2014 13:45;6.258.225;-75.613.562;Hombre;23;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Objeto contundente;San Javier No.2;#1308;13;Bus de servicio público;San Javier;Celular;Tecnología;Negro
19/04/2014 15:45;6.276.924;-75.597.731;Hombre;20;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;A bus de servicio público;Arma de fuego;Robledo;#0717;7;Bus de servicio público;Castilla;Accesorios prendas de vestir;Prendas de vestir y accesorios;Plata
19/04/2014 15:45;6.276.924;-75.597.731;Hombre;20;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;A bus de servicio público;Arma de fuego;Robledo;#0717;7;Bus de servicio público;Castilla;Celular;Tecnología;Sin dato
22/04/2014 19:10;6.237.645;-75.573.595;Hombre;37;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Perpetuo Socorro;#1012;10;Estación del Metro;Candelaria;Celular;Tecnología;Negro
23/04/2014 16:00;6.238.264;-75.573.386;Hombre;26;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;No;Perpetuo Socorro;#1012;10;Estación del Metro;Candelaria;Celular;Tecnología;Blanco
24/04/2014 19:40;6.247.351;-7.556.959;Mujer;18;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
24/04/2014 19:15;6.252.436;-75.567.721;Hombre;24;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Candelaria;#1019;10;Bus de servicio público;Candelaria;Celular;Tecnología;Sin dato
24/04/2014 16:35;6.231.207;-75.569.856;Hombre;49;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;San Diego;#1020;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
25/04/2014 7:20;6.228.089;-75.575.253;Hombre;20;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Celular;Tecnología;Sin dato
29/04/2014 18:55;6.247.425;-75.569.712;Hombre;33;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Celular;Tecnología;Negro
02/05/2014 15:00;6.278.736;-75.548.577;Hombre;49;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;Las Granjas;#0302;3;Vía pública;Manrique;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
02/05/2014 15:00;6.278.736;-75.548.577;Hombre;49;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;Las Granjas;#0302;3;Vía pública;Manrique;Billetera;Prendas de vestir y accesorios;Café
03/05/2014 19:30;6.264.092;-75.561.695;Hombre;13;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;San Pedro;#0408;4;Bus de servicio público;Aranjuez;Maletín;Otros elementos;Sin dato
03/05/2014 19:30;6.264.092;-75.561.695;Hombre;13;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;San Pedro;#0408;4;Bus de servicio público;Aranjuez;Accesorios prendas de vestir;Prendas de vestir y accesorios;Sin dato
05/05/2014 8:30;6.246.605;-75.576.282;Hombre;57;Divorciado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Corazón de Jesús;#1008;10;Bus de servicio público;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
05/05/2014 8:35;6.271.821;-75.548.624;Hombre;35;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;Santa Inés;#0304;3;Vía pública;Manrique;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
05/05/2014 19:50;6.252.943;-75.582.909;Hombre;18;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Naranjal;#1103;11;Estación del Metro;Laureles;Celular;Tecnología;Negro
06/05/2014 18:00;6.264.586;-75.568.321;Hombre;52;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma de fuego;Universidad de Antioquia;#Inst_11;4;Bus de servicio público;Aranjuez;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
06/05/2014 18:00;6.264.586;-75.568.321;Hombre;52;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma de fuego;Universidad de Antioquia;#Inst_11;4;Bus de servicio público;Aranjuez;Celular;Tecnología;Negro
09/05/2014 19:30;6.261.023;-75.561.054;Hombre;56;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;Prado;#1001;10;Bus de servicio público;Candelaria;Accesorios prendas de vestir;Prendas de vestir y accesorios;Plata
09/05/2014 19:30;6.261.023;-75.561.054;Hombre;56;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;Prado;#1001;10;Bus de servicio público;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
12/05/2014 9:30;6.252.557;-75.568.175;Hombre;36;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
12/05/2014 20:30;6.260.632;-75.565.382;Mujer;32;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Jesús Nazareno;#1003;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
13/05/2014 9:20;6.250.825;-75.567.437;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;De celular;No;La Candelaria;#1019;10;Bus de servicio público;Candelaria;Celular;Tecnología;Blanco
13/05/2014 12:30;6.229.823;-75.541.389;Hombre;41;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Bomboná No.2;#0903;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
18/05/2014 14:45;623.083;-75.574.519;Hombre;16;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Barrio Colombia;#1401;14;Bus de servicio público;Poblado;Celular;Tecnología;Sin dato
19/05/2014 3:00;6.279.997;-75.583.515;Hombre;44;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;Altamira;#0708;7;Bus de servicio público;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
21/05/2014 9:35;6.247.382;-75.569.861;Hombre;54;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
23/05/2014 14:15;627.823;-75.577.677;Hombre;41;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Raponazo;No;No;Progreso;#0519;5;Vía pública;Castilla;Tablet;Tecnología;Sin dato
23/05/2014 19:40;6.246.102;-75.570.285;Mujer;23;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;De celular;No;Guayaquil;#1007;10;Vía pública;Candelaria;Celular;Tecnología;Sin dato
24/05/2014 13:00;6.251.262;-75.568.119;Hombre;23;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Candelaria;#1019;10;Parque;Candelaria;Celular;Tecnología;Blanco
25/05/2014 19:35;6.249.771;-75.565.565;Hombre;21;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
25/05/2014 19:35;6.249.771;-75.565.565;Hombre;21;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Gps;Tecnología;Sin dato
27/05/2014 20:00;6.242.873;-75.554.531;Hombre;54;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Barrio Caycedo;#0906;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
28/05/2014 10:55;6.284.343;-75.581.362;Hombre;52;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;López de Mesa;#0710;7;Bus de servicio público;Castilla;Celular;Tecnología;Negro
28/05/2014 10:55;6.284.343;-75.581.362;Hombre;52;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;López de Mesa;#0710;7;Bus de servicio público;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
28/05/2014 15:00;6.248.386;-75.565.443;Hombre;22;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Descuido;De celular;No;La Candelaria;#1019;10;Bus de servicio público;Candelaria;Celular;Tecnología;Sin dato
28/05/2014 18:40;6.285.726;-75.556.143;Hombre;36;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Berlin;#0401;4;Vía pública;Aranjuez;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
28/05/2014 8:30;6.278.786;-75.569.368;Hombre;29;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Terminal de Transporte;#Inst_4;5;Estación del Metro;Castilla;Celular;Tecnología;Negro
28/05/2014 10:55;6.284.343;-75.581.362;Hombre;52;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;López de Mesa;#0710;7;Bus de servicio público;Castilla;Accesorios prendas de vestir;Prendas de vestir y accesorios;Sin dato
28/05/2014 12:00;6.273.575;-75.591.945;Hombre;31;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Facultad de Minas U. Nal;#Inst_5;7;Bus de servicio público;Castilla;Celular;Tecnología;Negro
28/05/2014 15:00;6.248.386;-75.565.443;Hombre;22;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Descuido;De celular;No;La Candelaria;#1019;10;Bus de servicio público;Candelaria;Billetera;Prendas de vestir y accesorios;Sin dato
28/05/2014 18:40;6.285.726;-75.556.143;Hombre;36;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Berlin;#0401;4;Vía pública;Aranjuez;Celular;Tecnología;Sin dato
29/05/2014 17:50;6.254.012;-75.628.296;Hombre;26;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;El Salado;#1316;13;Vía pública;San Javier;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/05/2014 5:30;6.276.451;-75.572.857;Hombre;22;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Terminal de Transporte;#Inst_4;5;Vía pública;Castilla;Computador;Tecnología;Sin dato
30/05/2014 5:30;6.276.451;-75.572.857;Hombre;22;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Terminal de Transporte;#Inst_4;5;Vía pública;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/05/2014 5:30;6.276.451;-75.572.857;Hombre;22;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Terminal de Transporte;#Inst_4;5;Vía pública;Castilla;Cédula;Documentos;Sin dato
04/06/2014 18:15;6.251.211;-75.582.988;Mujer;34;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Naranjal;#1103;11;Vía pública;Laureles;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
04/06/2014 15:00;6.237.672;-75.552.292;Hombre;46;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Miraflores;#0908;9;Vía pública;Buenos Aires;Celular;Tecnología;Sin dato
04/06/2014 15:00;6.237.672;-75.552.292;Hombre;46;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Miraflores;#0908;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
04/06/2014 18:15;6.251.211;-75.582.988;Mujer;34;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Naranjal;#1103;11;Vía pública;Laureles;Accesorios prendas de vestir;Prendas de vestir y accesorios;Café
04/06/2014 15:00;6.237.672;-75.552.292;Hombre;46;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Miraflores;#0908;9;Vía pública;Buenos Aires;Accesorios prendas de vestir;Prendas de vestir y accesorios;Sin dato
05/06/2014 8:00;6.272.967;-75.573.504;Mujer;33;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;Caribe;#0517;5;Bus de servicio público;Castilla;Celular;Tecnología;Sin dato
05/06/2014 8:00;6.272.967;-75.573.504;Mujer;33;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;Caribe;#0517;5;Bus de servicio público;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
05/06/2014 8:00;6.272.967;-75.573.504;Mujer;33;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;Caribe;#0517;5;Bus de servicio público;Castilla;Sin dato documentos;Documentos;Sin dato
05/06/2014 8:00;6.272.967;-75.573.504;Mujer;33;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;Caribe;#0517;5;Bus de servicio público;Castilla;Billetera;Prendas de vestir y accesorios;Café
07/06/2014 0:00;6.257.062;-7.556.731;Hombre;25;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A bus de servicio público;Arma cortopunzante;Jesús Nazareno;#1003;10;Bus de servicio público;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
07/06/2014 10:00;6.246.211;-75.567.028;Hombre;31;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Barrio Colón;#1013;10;Vía pública;Candelaria;Celular;Tecnología;Sin dato
09/06/2014 17:30;6.256.506;-75.600.291;Hombre;7;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Raponazo;No;No;La Floresta;#1205;12;Vía pública;Laureles;Equipos varios;Maquinaria y equipo;Sin dato
10/06/2014 18:10;6.260.991;-7.556.056;Hombre;25;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;Prado;#1001;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
11/06/2014 12:00;625.404;-75.576.641;Hombre;20;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;San Benito;#1006;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
11/06/2014 17:15;6.281.629;-75.586.452;Hombre;60;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;El Diamante;#0711;7;Bus de servicio público;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
11/06/2014 12:00;625.404;-75.576.641;Hombre;20;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;San Benito;#1006;10;Vía pública;Candelaria;Cédula;Documentos;Sin dato
11/06/2014 18:25;6.246.308;-75.571.623;Mujer;28;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Guayaquil;#1007;10;Bus de servicio público;Candelaria;Celular;Tecnología;Sin dato
11/06/2014 17:15;6.281.629;-75.586.452;Hombre;60;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma cortopunzante;El Diamante;#0711;7;Bus de servicio público;Castilla;Celular;Tecnología;Negro
12/06/2014 23:50;628.695;-75.579.053;Hombre;52;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Alfonso López;#0514;5;Vía pública;Castilla;Pasacintas;Tecnología;Sin dato
12/06/2014 23:50;628.695;-75.579.053;Hombre;52;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Alfonso López;#0514;5;Vía pública;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
12/06/2014 23:50;628.695;-75.579.053;Hombre;52;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Alfonso López;#0514;5;Vía pública;Castilla;Accesorios prendas de vestir;Prendas de vestir y accesorios;Sin dato
12/06/2014 23:50;628.695;-75.579.053;Hombre;52;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Alfonso López;#0514;5;Vía pública;Castilla;Celular;Tecnología;Sin dato
16/06/2014 16:00;624.895;-75.583.696;Hombre;32;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma cortopunzante;Naranjal;#1103;11;Vía pública;Laureles;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
17/06/2014 8:10;6.248.915;-75.567.036;Hombre;47;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Accesorios prendas de vestir;Prendas de vestir y accesorios;Negro
17/06/2014 8:10;6.248.915;-75.567.036;Hombre;47;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Blanco
18/06/2014 10:50;6.260.835;-75.570.814;Hombre;37;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Arma de fuego;El Chagualo;#1004;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
20/06/2014 11:20;6.216.692;-75.570.012;Mujer;47;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Villa Carlota;#1403;14;Vía pública;Poblado;Celular;Tecnología;Blanco
20/06/2014 11:20;6.216.692;-75.570.012;Mujer;47;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Villa Carlota;#1403;14;Vía pública;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
20/06/2014 11:20;6.216.692;-75.570.012;Mujer;47;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Villa Carlota;#1403;14;Vía pública;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Café
21/06/2014 0:00;6.243.896;-75.576.958;Hombre;36;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;De celular;No;La Alpujarra;#Inst_16;10;Vía pública;Candelaria;Celular;Tecnología;Negro
23/06/2014 4:45;624.062;-75.578.332;Hombre;61;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Los Conquistadores;#1105;11;Bus de servicio público;Laureles;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
24/06/2014 19:00;6.252.625;-75.567.885;Mujer;37;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Blanco
24/06/2014 10:50;6.257.173;-75.608.955;Hombre;33;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Santa Lucía;#1206;12;Bus de servicio público;Laureles;Celular;Tecnología;Sin dato
24/06/2014 14:45;6.266.555;-75.556.867;Hombre;33;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Manrique Central No.1;#0409;4;Vía pública;Aranjuez;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
27/06/2014 2:00;6.290.664;-7.557.485;Hombre;23;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Castilla;#0511;5;Vía pública;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
27/06/2014 10:00;6.231.466;-75.596.224;Hombre;62;Viudo(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Belén;#1603;16;Vía pública;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
27/06/2014 2:00;6.290.664;-7.557.485;Hombre;23;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Castilla;#0511;5;Vía pública;Castilla;Cédula;Documentos;Sin dato
01/07/2014 16:00;6.265.909;-75.602.139;Mujer;28;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Calasania Parte Alta;#1213;12;Vía pública;Laureles;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
01/07/2014 3:30;6.240.199;-75.555.935;Hombre;21;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Escopolamina;A taxista;Objeto contundente;Buenos Aires;#0907;9;Bus de servicio público;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
